Folio,Recipe,F1,N_TP
f93r,Hiera Picra (Hiera de Galeno),36.4,2
f93r,Trifera Magna,50.0,6
f93r,Diamargariton (Electuario de Perlas),13.3,1
f93r,Diaciminum (Electuario de Comino),46.2,3
f93r,Unguentum Basilicon,0,0
f93r,Unguentum Populeon,0,0
f93r,Pillulae de Hiera cum Agarico,0,0
f93r,Pillulae Fetidae (Pildoras Fetidas),33.3,2
f93r,Requies Magna (Requies Nicolai),0,0
f93r,Diacodion (Jarabe de Adormidera),0,0
f93r,Dialtea (Ungueento de Altea),0,0
f93r,Philonium Persicum,77.8,7
f93r,Oximel Compositum,36.4,2
f93r,Theriac Diatessaron,40.0,2
f93r,Theodoricon Euporistum,63.2,6
f93r,Diasatyrion,25.0,2
f93r,Diarodon Abbatis,12.5,1
f93r,Rosata Novella,0,0
f93r,Letitia Galeni,0,0
f93r,Trifera Saracenica,70.6,6
f93r,Paulinum,70.6,6
f93r,Electuarium Justinum,55.6,5
f93r,Electuarium de Baccis Lauri,42.9,3
f93r,Syrupus de Fumaria,0,0
f93r,Confectio Anacardia,57.1,4
f93r,Electuarium Diacostum,42.9,3
f93r,Unguentum Marciaton,0,0
f93r,Suffuf al-Tib (Polvo aromatico de Avicena),14.3,1
f93r,Itrifal Ustukhudus (Electuario de Espliego),33.3,2
f93r,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),40.0,2
f93r,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),53.3,4
f93r,Unguentum Abulcasis (de vulneribus),25.0,1
f93r,Theriac Abulcasis (contra venenos),55.6,5
f93r,Antidotum Hadriani,62.5,5
f93r,Electuarium Ducis,33.3,2
f93r,Benedicta Laxativa,18.2,1
f93r,Diatragacanthi,0,0
f93r,Dianucum (Electuario de Nueces),66.7,4
f93r,Electuarium Diaspermaton,30.8,2
f93r,Philonium Romanum,57.1,4
f93r,Theriac Diatessaron Magna,50.0,3
f93v,Theriac Magna (Triaca de Andromachus),60.9,7
f93v,Mithridatium,47.6,5
f93v,Diascordium,58.8,5
f93v,Pillulae Cochiae,0,0
f93v,Pillulae Aureae,36.4,2
f93v,Unguentum Apostolorum,16.7,1
f93v,Electuarium de Succo Rosarum,0,0
f93v,Aurea Alexandrina,52.6,5
f93v,Confectio Hamech,30.8,2
f93v,Hiera Picra (Hiera de Galeno),50.0,3
f93v,Trifera Magna,40.0,5
f93v,Diamargariton (Electuario de Perlas),25.0,2
f93v,Diaciminum (Electuario de Comino),28.6,2
f93v,Unguentum Basilicon,22.2,1
f93v,Unguentum Populeon,0,0
f93v,Pillulae de Hiera cum Agarico,36.4,2
f93v,Pillulae Fetidae (Pildoras Fetidas),30.8,2
f93v,Requies Magna (Requies Nicolai),30.8,2
f93v,Diacodion (Jarabe de Adormidera),0,0
f93v,Dialtea (Ungueento de Altea),0,0
f93v,Philonium Persicum,63.2,6
f93v,Oximel Compositum,16.7,1
f93v,Theriac Diatessaron,18.2,1
f93v,Theodoricon Euporistum,50.0,5
f93v,Diasatyrion,23.5,2
f93v,Diarodon Abbatis,35.3,3
f93v,Rosata Novella,28.6,2
f93v,Letitia Galeni,25.0,2
f93v,Trifera Saracenica,55.6,5
f93v,Paulinum,55.6,5
f93v,Electuarium Justinum,42.1,4
f93v,Electuarium de Baccis Lauri,13.3,1
f93v,Syrupus de Fumaria,0,0
f93v,Confectio Anacardia,53.3,4
f93v,Electuarium Diacostum,26.7,2
f93v,Unguentum Marciaton,0,0
f93v,Suffuf al-Tib (Polvo aromatico de Avicena),40.0,3
f93v,Itrifal Ustukhudus (Electuario de Espliego),46.2,3
f93v,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),18.2,1
f93v,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),50.0,4
f93v,Unguentum Abulcasis (de vulneribus),0,0
f93v,Theriac Abulcasis (contra venenos),52.6,5
f93v,Antidotum Hadriani,47.1,4
f93v,Electuarium Ducis,15.4,1
f93v,Benedicta Laxativa,16.7,1
f93v,Diatragacanthi,0,0
f93v,Dianucum (Electuario de Nueces),46.2,3
f93v,Electuarium Diaspermaton,14.3,1
f93v,Philonium Romanum,40.0,3
f93v,Theriac Diatessaron Magna,30.8,2
f94r,Theriac Magna (Triaca de Andromachus),50.0,5
f94r,Mithridatium,55.6,5
f94r,Diascordium,42.9,3
f94r,Pillulae Cochiae,0,0
f94r,Pillulae Aureae,0,0
f94r,Unguentum Apostolorum,22.2,1
f94r,Electuarium de Succo Rosarum,25.0,1
f94r,Aurea Alexandrina,50.0,4
f94r,Confectio Hamech,20.0,1
f94r,Hiera Picra (Hiera de Galeno),0,0
f94r,Trifera Magna,36.4,4
f94r,Diamargariton (Electuario de Perlas),0,0
f94r,Diaciminum (Electuario de Comino),36.4,2
f94r,Unguentum Basilicon,0,0
f94r,Unguentum Populeon,0,0
f94r,Pillulae de Hiera cum Agarico,0,0
f94r,Pillulae Fetidae (Pildoras Fetidas),20.0,1
f94r,Requies Magna (Requies Nicolai),0,0
f94r,Diacodion (Jarabe de Adormidera),0,0
f94r,Dialtea (Ungueento de Altea),0,0
f94r,Philonium Persicum,37.5,3
f94r,Oximel Compositum,66.7,3
f94r,Theriac Diatessaron,50.0,2
f94r,Theodoricon Euporistum,47.1,4
f94r,Diasatyrion,28.6,2
f94r,Diarodon Abbatis,0,0
f94r,Rosata Novella,0,0
f94r,Letitia Galeni,0,0
f94r,Trifera Saracenica,40.0,3
f94r,Paulinum,53.3,4
f94r,Electuarium Justinum,50.0,4
f94r,Electuarium de Baccis Lauri,83.3,5
f94r,Syrupus de Fumaria,0,0
f94r,Confectio Anacardia,33.3,2
f94r,Electuarium Diacostum,33.3,2
f94r,Unguentum Marciaton,0,0
f94r,Suffuf al-Tib (Polvo aromatico de Avicena),0,0
f94r,Itrifal Ustukhudus (Electuario de Espliego),20.0,1
f94r,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),50.0,2
f94r,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),30.8,2
f94r,Unguentum Abulcasis (de vulneribus),33.3,1
f94r,Theriac Abulcasis (contra venenos),50.0,4
f94r,Antidotum Hadriani,57.1,4
f94r,Electuarium Ducis,40.0,2
f94r,Benedicta Laxativa,22.2,1
f94r,Diatragacanthi,0,0
f94r,Dianucum (Electuario de Nueces),20.0,1
f94r,Electuarium Diaspermaton,54.5,3
f94r,Philonium Romanum,50.0,3
f94r,Theriac Diatessaron Magna,40.0,2
f94v,Theriac Magna (Triaca de Andromachus),63.6,7
f94v,Mithridatium,70.0,7
f94v,Diascordium,62.5,5
f94v,Pillulae Cochiae,0,0
f94v,Pillulae Aureae,20.0,1
f94v,Unguentum Apostolorum,18.2,1
f94v,Electuarium de Succo Rosarum,20.0,1
f94v,Aurea Alexandrina,66.7,6
f94v,Confectio Hamech,33.3,2
f94v,Hiera Picra (Hiera de Galeno),36.4,2
f94v,Trifera Magna,50.0,6
f94v,Diamargariton (Electuario de Perlas),13.3,1
f94v,Diaciminum (Electuario de Comino),46.2,3
f94v,Unguentum Basilicon,0,0
f94v,Unguentum Populeon,0,0
f94v,Pillulae de Hiera cum Agarico,20.0,1
f94v,Pillulae Fetidae (Pildoras Fetidas),33.3,2
f94v,Requies Magna (Requies Nicolai),16.7,1
f94v,Diacodion (Jarabe de Adormidera),0,0
f94v,Dialtea (Ungueento de Altea),0,0
f94v,Philonium Persicum,66.7,6
f94v,Oximel Compositum,54.5,3
f94v,Theriac Diatessaron,60.0,3
f94v,Theodoricon Euporistum,63.2,6
f94v,Diasatyrion,50.0,4
f94v,Diarodon Abbatis,12.5,1
f94v,Rosata Novella,15.4,1
f94v,Letitia Galeni,13.3,1
f94v,Trifera Saracenica,70.6,6
f94v,Paulinum,70.6,6
f94v,Electuarium Justinum,55.6,5
f94v,Electuarium de Baccis Lauri,71.4,5
f94v,Syrupus de Fumaria,0,0
f94v,Confectio Anacardia,71.4,5
f94v,Electuarium Diacostum,42.9,3
f94v,Unguentum Marciaton,0,0
f94v,Suffuf al-Tib (Polvo aromatico de Avicena),14.3,1
f94v,Itrifal Ustukhudus (Electuario de Espliego),50.0,3
f94v,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),60.0,3
f94v,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),53.3,4
f94v,Unguentum Abulcasis (de vulneribus),25.0,1
f94v,Theriac Abulcasis (contra venenos),77.8,7
f94v,Antidotum Hadriani,87.5,7
f94v,Electuarium Ducis,50.0,3
f94v,Benedicta Laxativa,36.4,2
f94v,Diatragacanthi,0,0
f94v,Dianucum (Electuario de Nueces),50.0,3
f94v,Electuarium Diaspermaton,46.2,3
f94v,Philonium Romanum,71.4,5
f94v,Theriac Diatessaron Magna,66.7,4
f95r,Theriac Magna (Triaca de Andromachus),72.0,9
f95r,Mithridatium,69.6,8
f95r,Diascordium,42.1,4
f95r,Pillulae Cochiae,18.2,1
f95r,Pillulae Aureae,15.4,1
f95r,Unguentum Apostolorum,42.9,3
f95r,Electuarium de Succo Rosarum,15.4,1
f95r,Aurea Alexandrina,66.7,7
f95r,Confectio Hamech,26.7,2
f95r,Hiera Picra (Hiera de Galeno),28.6,2
f95r,Trifera Magna,74.1,10
f95r,Diamargariton (Electuario de Perlas),11.1,1
f95r,Diaciminum (Electuario de Comino),62.5,5
f95r,Unguentum Basilicon,0,0
f95r,Unguentum Populeon,0,0
f95r,Pillulae de Hiera cum Agarico,15.4,1
f95r,Pillulae Fetidae (Pildoras Fetidas),53.3,4
f95r,Requies Magna (Requies Nicolai),13.3,1
f95r,Diacodion (Jarabe de Adormidera),0,0
f95r,Dialtea (Ungueento de Altea),0,0
f95r,Philonium Persicum,66.7,7
f95r,Oximel Compositum,42.9,3
f95r,Theriac Diatessaron,30.8,2
f95r,Theodoricon Euporistum,72.7,8
f95r,Diasatyrion,42.1,4
f95r,Diarodon Abbatis,10.5,1
f95r,Rosata Novella,12.5,1
f95r,Letitia Galeni,11.1,1
f95r,Trifera Saracenica,70.0,7
f95r,Paulinum,70.0,7
f95r,Electuarium Justinum,66.7,7
f95r,Electuarium de Baccis Lauri,47.1,4
f95r,Syrupus de Fumaria,0,0
f95r,Confectio Anacardia,70.6,6
f95r,Electuarium Diacostum,47.1,4
f95r,Unguentum Marciaton,0,0
f95r,Suffuf al-Tib (Polvo aromatico de Avicena),11.8,1
f95r,Itrifal Ustukhudus (Electuario de Espliego),40.0,3
f95r,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),30.8,2
f95r,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),55.6,5
f95r,Unguentum Abulcasis (de vulneribus),18.2,1
f95r,Theriac Abulcasis (contra venenos),76.2,8
f95r,Antidotum Hadriani,63.2,6
f95r,Electuarium Ducis,40.0,3
f95r,Benedicta Laxativa,28.6,2
f95r,Diatragacanthi,0,0
f95r,Dianucum (Electuario de Nueces),53.3,4
f95r,Electuarium Diaspermaton,50.0,4
f95r,Philonium Romanum,70.6,6
f95r,Theriac Diatessaron Magna,40.0,3
f95v,Theriac Magna (Triaca de Andromachus),57.1,6
f95v,Mithridatium,52.6,5
f95v,Diascordium,53.3,4
f95v,Pillulae Cochiae,0,0
f95v,Pillulae Aureae,22.2,1
f95v,Unguentum Apostolorum,0,0
f95v,Electuarium de Succo Rosarum,22.2,1
f95v,Aurea Alexandrina,58.8,5
f95v,Confectio Hamech,18.2,1
f95v,Hiera Picra (Hiera de Galeno),40.0,2
f95v,Trifera Magna,43.5,5
f95v,Diamargariton (Electuario de Perlas),28.6,2
f95v,Diaciminum (Electuario de Comino),33.3,2
f95v,Unguentum Basilicon,0,0
f95v,Unguentum Populeon,0,0
f95v,Pillulae de Hiera cum Agarico,22.2,1
f95v,Pillulae Fetidae (Pildoras Fetidas),18.2,1
f95v,Requies Magna (Requies Nicolai),18.2,1
f95v,Diacodion (Jarabe de Adormidera),0,0
f95v,Dialtea (Ungueento de Altea),0,0
f95v,Philonium Persicum,70.6,6
f95v,Oximel Compositum,40.0,2
f95v,Theriac Diatessaron,0,0
f95v,Theodoricon Euporistum,55.6,5
f95v,Diasatyrion,40.0,3
f95v,Diarodon Abbatis,26.7,2
f95v,Rosata Novella,16.7,1
f95v,Letitia Galeni,14.3,1
f95v,Trifera Saracenica,62.5,5
f95v,Paulinum,62.5,5
f95v,Electuarium Justinum,47.1,4
f95v,Electuarium de Baccis Lauri,30.8,2
f95v,Syrupus de Fumaria,0,0
f95v,Confectio Anacardia,61.5,4
f95v,Electuarium Diacostum,46.2,3
f95v,Unguentum Marciaton,0,0
f95v,Suffuf al-Tib (Polvo aromatico de Avicena),30.8,2
f95v,Itrifal Ustukhudus (Electuario de Espliego),36.4,2
f95v,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),0,0
f95v,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),57.1,4
f95v,Unguentum Abulcasis (de vulneribus),0,0
f95v,Theriac Abulcasis (contra venenos),47.1,4
f95v,Antidotum Hadriani,66.7,5
f95v,Electuarium Ducis,36.4,2
f95v,Benedicta Laxativa,40.0,2
f95v,Diatragacanthi,0,0
f95v,Dianucum (Electuario de Nueces),36.4,2
f95v,Electuarium Diaspermaton,33.3,2
f95v,Philonium Romanum,46.2,3
f95v,Theriac Diatessaron Magna,18.2,1
f96r,Theriac Magna (Triaca de Andromachus),54.5,6
f96r,Mithridatium,50.0,5
f96r,Diascordium,50.0,4
f96r,Pillulae Cochiae,0,0
f96r,Pillulae Aureae,20.0,1
f96r,Unguentum Apostolorum,18.2,1
f96r,Electuarium de Succo Rosarum,0,0
f96r,Aurea Alexandrina,44.4,4
f96r,Confectio Hamech,16.7,1
f96r,Hiera Picra (Hiera de Galeno),36.4,2
f96r,Trifera Magna,41.7,5
f96r,Diamargariton (Electuario de Perlas),26.7,2
f96r,Diaciminum (Electuario de Comino),30.8,2
f96r,Unguentum Basilicon,25.0,1
f96r,Unguentum Populeon,0,0
f96r,Pillulae de Hiera cum Agarico,20.0,1
f96r,Pillulae Fetidae (Pildoras Fetidas),33.3,2
f96r,Requies Magna (Requies Nicolai),16.7,1
f96r,Diacodion (Jarabe de Adormidera),0,0
f96r,Dialtea (Ungueento de Altea),0,0
f96r,Philonium Persicum,66.7,6
f96r,Oximel Compositum,18.2,1
f96r,Theriac Diatessaron,20.0,1
f96r,Theodoricon Euporistum,52.6,5
f96r,Diasatyrion,37.5,3
f96r,Diarodon Abbatis,25.0,2
f96r,Rosata Novella,15.4,1
f96r,Letitia Galeni,26.7,2
f96r,Trifera Saracenica,58.8,5
f96r,Paulinum,47.1,4
f96r,Electuarium Justinum,44.4,4
f96r,Electuarium de Baccis Lauri,14.3,1
f96r,Syrupus de Fumaria,0,0
f96r,Confectio Anacardia,57.1,4
f96r,Electuarium Diacostum,28.6,2
f96r,Unguentum Marciaton,0,0
f96r,Suffuf al-Tib (Polvo aromatico de Avicena),28.6,2
f96r,Itrifal Ustukhudus (Electuario de Espliego),33.3,2
f96r,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),20.0,1
f96r,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),53.3,4
f96r,Unguentum Abulcasis (de vulneribus),0,0
f96r,Theriac Abulcasis (contra venenos),55.6,5
f96r,Antidotum Hadriani,37.5,3
f96r,Electuarium Ducis,16.7,1
f96r,Benedicta Laxativa,18.2,1
f96r,Diatragacanthi,0,0
f96r,Dianucum (Electuario de Nueces),50.0,3
f96r,Electuarium Diaspermaton,15.4,1
f96r,Philonium Romanum,42.9,3
f96r,Theriac Diatessaron Magna,33.3,2
f96v,Theriac Magna (Triaca de Andromachus),12.5,1
f96v,Mithridatium,14.3,1
f96v,Diascordium,0,0
f96v,Pillulae Cochiae,0,0
f96v,Pillulae Aureae,50.0,1
f96v,Unguentum Apostolorum,0,0
f96v,Electuarium de Succo Rosarum,0,0
f96v,Aurea Alexandrina,16.7,1
f96v,Confectio Hamech,0,0
f96v,Hiera Picra (Hiera de Galeno),40.0,1
f96v,Trifera Magna,11.1,1
f96v,Diamargariton (Electuario de Perlas),22.2,1
f96v,Diaciminum (Electuario de Comino),0,0
f96v,Unguentum Basilicon,0,0
f96v,Unguentum Populeon,0,0
f96v,Pillulae de Hiera cum Agarico,50.0,1
f96v,Pillulae Fetidae (Pildoras Fetidas),0,0
f96v,Requies Magna (Requies Nicolai),33.3,1
f96v,Diacodion (Jarabe de Adormidera),0,0
f96v,Dialtea (Ungueento de Altea),0,0
f96v,Philonium Persicum,16.7,1
f96v,Oximel Compositum,0,0
f96v,Theriac Diatessaron,0,0
f96v,Theodoricon Euporistum,15.4,1
f96v,Diasatyrion,20.0,1
f96v,Diarodon Abbatis,20.0,1
f96v,Rosata Novella,28.6,1
f96v,Letitia Galeni,22.2,1
f96v,Trifera Saracenica,18.2,1
f96v,Paulinum,18.2,1
f96v,Electuarium Justinum,16.7,1
f96v,Electuarium de Baccis Lauri,0,0
f96v,Syrupus de Fumaria,0,0
f96v,Confectio Anacardia,25.0,1
f96v,Electuarium Diacostum,0,0
f96v,Unguentum Marciaton,0,0
f96v,Suffuf al-Tib (Polvo aromatico de Avicena),25.0,1
f96v,Itrifal Ustukhudus (Electuario de Espliego),33.3,1
f96v,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),0,0
f96v,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),22.2,1
f96v,Unguentum Abulcasis (de vulneribus),0,0
f96v,Theriac Abulcasis (contra venenos),16.7,1
f96v,Antidotum Hadriani,20.0,1
f96v,Electuarium Ducis,0,0
f96v,Benedicta Laxativa,40.0,1
f96v,Diatragacanthi,0,0
f96v,Dianucum (Electuario de Nueces),0,0
f96v,Electuarium Diaspermaton,0,0
f96v,Philonium Romanum,25.0,1
f96v,Theriac Diatessaron Magna,0,0
f99r,Theriac Magna (Triaca de Andromachus),63.6,7
f99r,Mithridatium,60.0,6
f99r,Diascordium,25.0,2
f99r,Pillulae Cochiae,0,0
f99r,Pillulae Aureae,20.0,1
f99r,Unguentum Apostolorum,0,0
f99r,Electuarium de Succo Rosarum,20.0,1
f99r,Aurea Alexandrina,66.7,6
f99r,Confectio Hamech,33.3,2
f99r,Hiera Picra (Hiera de Galeno),54.5,3
f99r,Trifera Magna,58.3,7
f99r,Diamargariton (Electuario de Perlas),26.7,2
f99r,Diaciminum (Electuario de Comino),61.5,4
f99r,Unguentum Basilicon,0,0
f99r,Unguentum Populeon,0,0
f99r,Pillulae de Hiera cum Agarico,20.0,1
f99r,Pillulae Fetidae (Pildoras Fetidas),0,0
f99r,Requies Magna (Requies Nicolai),16.7,1
f99r,Diacodion (Jarabe de Adormidera),0,0
f99r,Dialtea (Ungueento de Altea),0,0
f99r,Philonium Persicum,55.6,5
f99r,Oximel Compositum,54.5,3
f99r,Theriac Diatessaron,20.0,1
f99r,Theodoricon Euporistum,73.7,7
f99r,Diasatyrion,37.5,3
f99r,Diarodon Abbatis,25.0,2
f99r,Rosata Novella,15.4,1
f99r,Letitia Galeni,13.3,1
f99r,Trifera Saracenica,58.8,5
f99r,Paulinum,70.6,6
f99r,Electuarium Justinum,77.8,7
f99r,Electuarium de Baccis Lauri,42.9,3
f99r,Syrupus de Fumaria,0,0
f99r,Confectio Anacardia,57.1,4
f99r,Electuarium Diacostum,57.1,4
f99r,Unguentum Marciaton,0,0
f99r,Suffuf al-Tib (Polvo aromatico de Avicena),28.6,2
f99r,Itrifal Ustukhudus (Electuario de Espliego),50.0,3
f99r,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),20.0,1
f99r,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),66.7,5
f99r,Unguentum Abulcasis (de vulneribus),0,0
f99r,Theriac Abulcasis (contra venenos),44.4,4
f99r,Antidotum Hadriani,50.0,4
f99r,Electuarium Ducis,33.3,2
f99r,Benedicta Laxativa,36.4,2
f99r,Diatragacanthi,0,0
f99r,Dianucum (Electuario de Nueces),50.0,3
f99r,Electuarium Diaspermaton,61.5,4
f99r,Philonium Romanum,57.1,4
f99r,Theriac Diatessaron Magna,16.7,1
f99v,Theriac Magna (Triaca de Andromachus),66.7,8
f99v,Mithridatium,72.7,8
f99v,Diascordium,44.4,4
f99v,Pillulae Cochiae,0,0
f99v,Pillulae Aureae,16.7,1
f99v,Unguentum Apostolorum,15.4,1
f99v,Electuarium de Succo Rosarum,50.0,3
f99v,Aurea Alexandrina,90.0,9
f99v,Confectio Hamech,42.9,3
f99v,Hiera Picra (Hiera de Galeno),30.8,2
f99v,Trifera Magna,61.5,8
f99v,Diamargariton (Electuario de Perlas),35.3,3
f99v,Diaciminum (Electuario de Comino),53.3,4
f99v,Unguentum Basilicon,0,0
f99v,Unguentum Populeon,0,0
f99v,Pillulae de Hiera cum Agarico,16.7,1
f99v,Pillulae Fetidae (Pildoras Fetidas),28.6,2
f99v,Requies Magna (Requies Nicolai),28.6,2
f99v,Diacodion (Jarabe de Adormidera),36.4,2
f99v,Dialtea (Ungueento de Altea),0,0
f99v,Philonium Persicum,70.0,7
f99v,Oximel Compositum,46.2,3
f99v,Theriac Diatessaron,16.7,1
f99v,Theodoricon Euporistum,76.2,8
f99v,Diasatyrion,44.4,4
f99v,Diarodon Abbatis,33.3,3
f99v,Rosata Novella,26.7,2
f99v,Letitia Galeni,23.5,2
f99v,Trifera Saracenica,73.7,7
f99v,Paulinum,84.2,8
f99v,Electuarium Justinum,70.0,7
f99v,Electuarium de Baccis Lauri,62.5,5
f99v,Syrupus de Fumaria,36.4,2
f99v,Confectio Anacardia,62.5,5
f99v,Electuarium Diacostum,50.0,4
f99v,Unguentum Marciaton,0,0
f99v,Suffuf al-Tib (Polvo aromatico de Avicena),25.0,2
f99v,Itrifal Ustukhudus (Electuario de Espliego),28.6,2
f99v,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),16.7,1
f99v,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),58.8,5
f99v,Unguentum Abulcasis (de vulneribus),20.0,1
f99v,Theriac Abulcasis (contra venenos),60.0,6
f99v,Antidotum Hadriani,66.7,6
f99v,Electuarium Ducis,57.1,4
f99v,Benedicta Laxativa,46.2,3
f99v,Diatragacanthi,36.4,2
f99v,Dianucum (Electuario de Nueces),57.1,4
f99v,Electuarium Diaspermaton,53.3,4
f99v,Philonium Romanum,62.5,5
f99v,Theriac Diatessaron Magna,42.9,3
