Stem,Type,N_Present,N_Absent,Present_Recipes,Absent_Recipes,Best_Candidate,Best_Category,Best_Score,Pos_Score,Neg_Score,Discriminativity,N_Candidates,All_Candidates,Confidence
A1Q1L1,UNK,2,9,"Diascordium, Philonium Persicum","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Styrax,ACTIVO,0.907,1.0,0.778,0.87,7,Styrax(0.907) | Opium(0.806) | Castoreum(0.806) | Piper longum(0.764) | Zingiber(0.713),MODERATE
A1Q2A1B2,UNK,2,8,"Diamargariton, Trifera Magna","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Galanga,ESPECIA,0.945,1.0,0.875,0.913,7,Galanga(0.945) | Cubeba(0.945) | Nux moschata(0.936) | Cardamomum(0.890) | Casia(0.827),AMBIGUOUS
A1Q2J1A1B1A3,UNK,2,8,"Confectio Hamech, Trifera Magna","Aurea Alexandrina, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Zingiber,ESPECIA,0.726,1.0,0.375,0.565,3,Zingiber(0.726) | Mel despumatum(0.717) | Cinnamomum(0.607),AMBIGUOUS
A1Q2J1A3,UNK,2,8,"Diamargariton, Trifera Magna","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Galanga,ESPECIA,0.945,1.0,0.875,0.913,7,Galanga(0.945) | Cubeba(0.945) | Nux moschata(0.936) | Cardamomum(0.890) | Casia(0.827),AMBIGUOUS
A1Q2J1Ba,UNK,2,9,"Diascordium, Trifera Magna","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Opium,ACTIVO,0.806,1.0,0.556,0.696,6,Opium(0.806) | Castoreum(0.806) | Piper longum(0.764) | Zingiber(0.713) | Mel despumatum(0.704),AMBIGUOUS
A1Q2K1,UNK,2,9,"Diascordium, Trifera Magna","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Opium,ACTIVO,0.806,1.0,0.556,0.696,6,Opium(0.806) | Castoreum(0.806) | Piper longum(0.764) | Zingiber(0.713) | Mel despumatum(0.704),AMBIGUOUS
A1Q2K1J1A1,UNK,2,8,"Confectio Hamech, Trifera Magna","Aurea Alexandrina, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Zingiber,ESPECIA,0.726,1.0,0.375,0.565,3,Zingiber(0.726) | Mel despumatum(0.717) | Cinnamomum(0.607),AMBIGUOUS
A1Q2K2B1,UNK,2,8,"Confectio Hamech, Trifera Magna","Aurea Alexandrina, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Zingiber,ESPECIA,0.726,1.0,0.375,0.565,3,Zingiber(0.726) | Mel despumatum(0.717) | Cinnamomum(0.607),AMBIGUOUS
A2C2A3,UNK,2,8,"Confectio Hamech, Trifera Magna","Aurea Alexandrina, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Zingiber,ESPECIA,0.726,1.0,0.375,0.565,3,Zingiber(0.726) | Mel despumatum(0.717) | Cinnamomum(0.607),AMBIGUOUS
A2Q1K2A3,UNK,2,8,"Diamargariton, Trifera Magna","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Galanga,ESPECIA,0.945,1.0,0.875,0.913,7,Galanga(0.945) | Cubeba(0.945) | Nux moschata(0.936) | Cardamomum(0.890) | Casia(0.827),AMBIGUOUS
A2Q1M1,UNK,2,8,"Diamargariton, Trifera Magna","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Galanga,ESPECIA,0.945,1.0,0.875,0.913,7,Galanga(0.945) | Cubeba(0.945) | Nux moschata(0.936) | Cardamomum(0.890) | Casia(0.827),AMBIGUOUS
A2Q2,UNK,2,9,"Aurea Alexandrina, Philonium Persicum","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Piper nigrum,ESPECIA,0.814,1.0,0.556,0.739,10,Piper nigrum(0.814) | Opium(0.806) | Castoreum(0.806) | Casia(0.806) | Myrrha(0.797),AMBIGUOUS
A2Q2A1,GEN,2,9,"Aurea Alexandrina, Philonium Persicum","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Piper nigrum,ESPECIA,0.814,1.0,0.556,0.739,10,Piper nigrum(0.814) | Opium(0.806) | Castoreum(0.806) | Casia(0.806) | Myrrha(0.797),AMBIGUOUS
A2Q2A3,EXCL,2,9,"Diascordium, Trifera Magna","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Opium,ACTIVO,0.806,1.0,0.556,0.696,6,Opium(0.806) | Castoreum(0.806) | Piper longum(0.764) | Zingiber(0.713) | Mel despumatum(0.704),AMBIGUOUS
A2Q2K2,UNK,2,8,"Confectio Hamech, Trifera Magna","Aurea Alexandrina, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Zingiber,ESPECIA,0.726,1.0,0.375,0.565,3,Zingiber(0.726) | Mel despumatum(0.717) | Cinnamomum(0.607),AMBIGUOUS
A3C1A3,UNK,2,9,"Diascordium, Trifera Magna","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Opium,ACTIVO,0.806,1.0,0.556,0.696,6,Opium(0.806) | Castoreum(0.806) | Piper longum(0.764) | Zingiber(0.713) | Mel despumatum(0.704),AMBIGUOUS
B1A3C1A3B2,UNK,2,9,"Aurea Alexandrina, Philonium Persicum","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Piper nigrum,ESPECIA,0.814,1.0,0.556,0.739,10,Piper nigrum(0.814) | Opium(0.806) | Castoreum(0.806) | Casia(0.806) | Myrrha(0.797),AMBIGUOUS
B1A3F2,UNK,2,8,"Confectio Hamech, Trifera Magna","Aurea Alexandrina, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Zingiber,ESPECIA,0.726,1.0,0.375,0.565,3,Zingiber(0.726) | Mel despumatum(0.717) | Cinnamomum(0.607),AMBIGUOUS
B1K1,UNK,2,9,"Aurea Alexandrina, Diascordium","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Opium,ACTIVO,0.806,1.0,0.556,0.696,6,Opium(0.806) | Castoreum(0.806) | Piper longum(0.764) | Zingiber(0.713) | Mel despumatum(0.704),AMBIGUOUS
B1K1A1,GEN,2,8,"Confectio Hamech, Diascordium","Aurea Alexandrina, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Rosa,ESPECIA,0.882,1.0,0.75,0.783,4,Rosa(0.882) | Zingiber(0.726) | Mel despumatum(0.717) | Cinnamomum(0.607),STRONG
B1K1B1,UNK,2,8,"Diaciminum, Diascordium","Aurea Alexandrina, Confectio Hamech, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Piper longum,ESPECIA,0.78,1.0,0.5,0.652,4,Piper longum(0.780) | Zingiber(0.726) | Mel despumatum(0.717) | Cinnamomum(0.607),MODERATE
B2B1A3,UNK,2,8,"Confectio Hamech, Trifera Magna","Aurea Alexandrina, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Zingiber,ESPECIA,0.726,1.0,0.375,0.565,3,Zingiber(0.726) | Mel despumatum(0.717) | Cinnamomum(0.607),AMBIGUOUS
B2Q1J1A1,UNK,2,9,"Diascordium, Trifera Magna","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Opium,ACTIVO,0.806,1.0,0.556,0.696,6,Opium(0.806) | Castoreum(0.806) | Piper longum(0.764) | Zingiber(0.713) | Mel despumatum(0.704),AMBIGUOUS
C2A1C2A3,UNK,2,7,"Diamargariton, Pillulae Aureae","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diascordium, Philonium Persicum, Trifera Magna, Unguentum Apostolorum",Crocus,ESPECIA,0.784,1.0,0.571,0.565,2,Crocus(0.784) | Cinnamomum(0.612),STRONG
D1,UNK,2,8,"Trifera Magna, Unguentum Apostolorum","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna",Bdellium,ESPECIA,0.928,1.0,0.875,0.826,3,Bdellium(0.928) | Opopanax(0.919) | Myrrha(0.818),AMBIGUOUS
D1A1Q1K1Ba,UNK,2,9,"Diascordium, Trifera Magna","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Opium,ACTIVO,0.806,1.0,0.556,0.696,6,Opium(0.806) | Castoreum(0.806) | Piper longum(0.764) | Zingiber(0.713) | Mel despumatum(0.704),AMBIGUOUS
D1A1Q1K2A1B1,UNK,2,8,"Diamargariton, Trifera Magna","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Galanga,ESPECIA,0.945,1.0,0.875,0.913,7,Galanga(0.945) | Cubeba(0.945) | Nux moschata(0.936) | Cardamomum(0.890) | Casia(0.827),AMBIGUOUS
D1A1Q2,UNK,2,8,"Confectio Hamech, Trifera Magna","Aurea Alexandrina, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Zingiber,ESPECIA,0.726,1.0,0.375,0.565,3,Zingiber(0.726) | Mel despumatum(0.717) | Cinnamomum(0.607),AMBIGUOUS
D1J1Q1K2,UNK,2,9,"Diascordium, Trifera Magna","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Opium,ACTIVO,0.806,1.0,0.556,0.696,6,Opium(0.806) | Castoreum(0.806) | Piper longum(0.764) | Zingiber(0.713) | Mel despumatum(0.704),AMBIGUOUS
K1A1B2A1B1,UNK,2,8,"Diamargariton, Philonium Persicum","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Cardamomum,ESPECIA,0.89,1.0,0.75,0.826,4,Cardamomum(0.890) | Casia(0.827) | Crocus(0.763) | Cinnamomum(0.607),MODERATE
K1A1B2B1A3,GEN,2,8,"Diamargariton, Trifera Magna","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Galanga,ESPECIA,0.945,1.0,0.875,0.913,7,Galanga(0.945) | Cubeba(0.945) | Nux moschata(0.936) | Cardamomum(0.890) | Casia(0.827),AMBIGUOUS
K1A1BaA3,UNK,2,9,"Aurea Alexandrina, Philonium Persicum","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Piper nigrum,ESPECIA,0.814,1.0,0.556,0.739,10,Piper nigrum(0.814) | Opium(0.806) | Castoreum(0.806) | Casia(0.806) | Myrrha(0.797),AMBIGUOUS
K1A1C1,UNK,2,8,"Diaciminum, Trifera Magna","Aurea Alexandrina, Confectio Hamech, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Amomum,ACTIVO,0.936,1.0,0.875,0.87,6,Amomum(0.936) | Piper nigrum(0.835) | Piper longum(0.780) | Zingiber(0.726) | Mel despumatum(0.717),MODERATE
K1C2,UNK,2,8,"Diaciminum, Trifera Magna","Aurea Alexandrina, Confectio Hamech, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Amomum,ACTIVO,0.936,1.0,0.875,0.87,6,Amomum(0.936) | Piper nigrum(0.835) | Piper longum(0.780) | Zingiber(0.726) | Mel despumatum(0.717),MODERATE
K1J1A1B1A1,UNK,2,8,"Confectio Hamech, Philonium Persicum","Aurea Alexandrina, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Zingiber,ESPECIA,0.726,1.0,0.375,0.565,3,Zingiber(0.726) | Mel despumatum(0.717) | Cinnamomum(0.607),AMBIGUOUS
K1J1A1B2,UNK,2,8,"Aurea Alexandrina, Diamargariton","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Saccharum,BASE,0.873,1.0,0.75,0.739,4,Saccharum(0.873) | Casia(0.827) | Crocus(0.763) | Cinnamomum(0.607),AMBIGUOUS
K1J1A1U1,UNK,2,8,"Diamargariton, Philonium Persicum","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Cardamomum,ESPECIA,0.89,1.0,0.75,0.826,4,Cardamomum(0.890) | Casia(0.827) | Crocus(0.763) | Cinnamomum(0.607),MODERATE
K1J1B1,UNK,2,9,"Diascordium, Trifera Magna","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Opium,ACTIVO,0.806,1.0,0.556,0.696,6,Opium(0.806) | Castoreum(0.806) | Piper longum(0.764) | Zingiber(0.713) | Mel despumatum(0.704),AMBIGUOUS
K1J1Q1A1,UNK,2,8,"Confectio Hamech, Philonium Persicum","Aurea Alexandrina, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Zingiber,ESPECIA,0.726,1.0,0.375,0.565,3,Zingiber(0.726) | Mel despumatum(0.717) | Cinnamomum(0.607),AMBIGUOUS
K1J1Q1K2,UNK,2,8,"Diamargariton, Trifera Magna","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Galanga,ESPECIA,0.945,1.0,0.875,0.913,7,Galanga(0.945) | Cubeba(0.945) | Nux moschata(0.936) | Cardamomum(0.890) | Casia(0.827),AMBIGUOUS
K1J1Q2A3,GEN,2,9,"Diascordium, Trifera Magna","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Opium,ACTIVO,0.806,1.0,0.556,0.696,6,Opium(0.806) | Castoreum(0.806) | Piper longum(0.764) | Zingiber(0.713) | Mel despumatum(0.704),AMBIGUOUS
K1J1Q2K1,UNK,2,8,"Confectio Hamech, Trifera Magna","Aurea Alexandrina, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Zingiber,ESPECIA,0.726,1.0,0.375,0.565,3,Zingiber(0.726) | Mel despumatum(0.717) | Cinnamomum(0.607),AMBIGUOUS
K1J1U1J1,UNK,2,8,"Pillulae Aureae, Trifera Magna","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Trifera Magna, Unguentum Apostolorum",Crocus,ESPECIA,0.763,1.0,0.5,0.565,2,Crocus(0.763) | Cinnamomum(0.607),STRONG
K1K2Q1J1,UNK,2,8,"Pillulae Aureae, Trifera Magna","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Trifera Magna, Unguentum Apostolorum",Crocus,ESPECIA,0.763,1.0,0.5,0.565,2,Crocus(0.763) | Cinnamomum(0.607),STRONG
K1U1J1,UNK,2,8,"Diaciminum, Trifera Magna","Aurea Alexandrina, Confectio Hamech, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Amomum,ACTIVO,0.936,1.0,0.875,0.87,6,Amomum(0.936) | Piper nigrum(0.835) | Piper longum(0.780) | Zingiber(0.726) | Mel despumatum(0.717),MODERATE
L1A1B1A1,UNK,2,8,"Diamargariton, Philonium Persicum","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Cardamomum,ESPECIA,0.89,1.0,0.75,0.826,4,Cardamomum(0.890) | Casia(0.827) | Crocus(0.763) | Cinnamomum(0.607),MODERATE
L1A1U1J1,UNK,2,8,"Diamargariton, Philonium Persicum","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Cardamomum,ESPECIA,0.89,1.0,0.75,0.826,4,Cardamomum(0.890) | Casia(0.827) | Crocus(0.763) | Cinnamomum(0.607),MODERATE
L1A1U2,UNK,2,9,"Aurea Alexandrina, Philonium Persicum","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Piper nigrum,ESPECIA,0.814,1.0,0.556,0.739,10,Piper nigrum(0.814) | Opium(0.806) | Castoreum(0.806) | Casia(0.806) | Myrrha(0.797),AMBIGUOUS
L1J1A1U2,UNK,2,9,"Diascordium, Trifera Magna","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Opium,ACTIVO,0.806,1.0,0.556,0.696,6,Opium(0.806) | Castoreum(0.806) | Piper longum(0.764) | Zingiber(0.713) | Mel despumatum(0.704),AMBIGUOUS
P1K1K2,UNK,2,8,"Trifera Magna, Unguentum Apostolorum","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna",Bdellium,ESPECIA,0.928,1.0,0.875,0.826,3,Bdellium(0.928) | Opopanax(0.919) | Myrrha(0.818),AMBIGUOUS
Q1J1A1B1A3,EXCL,2,8,"Aurea Alexandrina, Confectio Hamech","Aurea Alexandrina, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Saccharum,BASE,0.873,1.0,0.75,0.739,5,Saccharum(0.873) | Anisi(0.864) | Zingiber(0.726) | Mel despumatum(0.717) | Cinnamomum(0.607),AMBIGUOUS
Q1J1B1,UNK,2,9,"Diascordium, Trifera Magna","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Opium,ACTIVO,0.806,1.0,0.556,0.696,6,Opium(0.806) | Castoreum(0.806) | Piper longum(0.764) | Zingiber(0.713) | Mel despumatum(0.704),AMBIGUOUS
Q1K1A1,GEN,2,8,"Aurea Alexandrina, Unguentum Apostolorum","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna",Myrrha,ESPECIA,0.818,1.0,0.625,0.652,1,Myrrha(0.818),UNIQUE
Q1K1B1,UNK,2,9,"Aurea Alexandrina, Philonium Persicum","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Piper nigrum,ESPECIA,0.814,1.0,0.556,0.739,10,Piper nigrum(0.814) | Opium(0.806) | Castoreum(0.806) | Casia(0.806) | Myrrha(0.797),AMBIGUOUS
Q2A1B1A3,EXCL,2,9,"Aurea Alexandrina, Diascordium","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Opium,ACTIVO,0.806,1.0,0.556,0.696,6,Opium(0.806) | Castoreum(0.806) | Piper longum(0.764) | Zingiber(0.713) | Mel despumatum(0.704),AMBIGUOUS
Q2K2B1,UNK,2,9,"Diascordium, Trifera Magna","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Opium,ACTIVO,0.806,1.0,0.556,0.696,6,Opium(0.806) | Castoreum(0.806) | Piper longum(0.764) | Zingiber(0.713) | Mel despumatum(0.704),AMBIGUOUS
T1A1,EXCL,2,8,"Diamargariton, Trifera Magna","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Galanga,ESPECIA,0.945,1.0,0.875,0.913,7,Galanga(0.945) | Cubeba(0.945) | Nux moschata(0.936) | Cardamomum(0.890) | Casia(0.827),AMBIGUOUS
T1J1A1B1A3,UNK,2,8,"Philonium Persicum, Unguentum Apostolorum","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna",Myrrha,ESPECIA,0.818,1.0,0.625,0.652,1,Myrrha(0.818),UNIQUE
T1J1B1,UNK,2,9,"Diascordium, Trifera Magna","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Opium,ACTIVO,0.806,1.0,0.556,0.696,6,Opium(0.806) | Castoreum(0.806) | Piper longum(0.764) | Zingiber(0.713) | Mel despumatum(0.704),AMBIGUOUS
U1J1A1B1,UNK,2,9,"Diascordium, Philonium Persicum","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Styrax,ACTIVO,0.907,1.0,0.778,0.87,7,Styrax(0.907) | Opium(0.806) | Castoreum(0.806) | Piper longum(0.764) | Zingiber(0.713),MODERATE
U1J1Aa,UNK,2,8,"Philonium Persicum, Pillulae Aureae","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Trifera Magna, Unguentum Apostolorum",Crocus,ESPECIA,0.763,1.0,0.5,0.565,2,Crocus(0.763) | Cinnamomum(0.607),STRONG
U1K2A1,UNK,2,9,"Aurea Alexandrina, Philonium Persicum","Aurea Alexandrina, Confectio Hamech, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Piper nigrum,ESPECIA,0.814,1.0,0.556,0.739,10,Piper nigrum(0.814) | Opium(0.806) | Castoreum(0.806) | Casia(0.806) | Myrrha(0.797),AMBIGUOUS
U2J1A1B1,UNK,2,8,"Confectio Hamech, Trifera Magna","Aurea Alexandrina, Diaciminum, Diamargariton, Diascordium, Philonium Persicum, Pillulae Aureae, Trifera Magna, Unguentum Apostolorum",Zingiber,ESPECIA,0.726,1.0,0.375,0.565,3,Zingiber(0.726) | Mel despumatum(0.717) | Cinnamomum(0.607),AMBIGUOUS
